Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,City ,County,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
66000222,,Oak Grove Butterfield Stage Station,Listed,Single,FALSE,0.1, TRANSPORTATION,BUILDING,CALIFORNIA,Oak Grove,San Diego,13 mi. NW of Warner Springs on CA 79,https://catalog.archives.gov/id/123858030,10/15/1966,11/05/1961,,,66000222
66000225,,Old Mission Dam,Listed,Single,FALSE,0.3, ENGINEERING; AGRICULTURE,STRUCTURE,CALIFORNIA,San Diego,San Diego,N side of Mission St.-Gorge Rd.,https://catalog.archives.gov/id/123858032,10/15/1966,05/21/1963, Padre Dam,,66000225
66000219,,Old Sacramento Historic District,Listed,Single,FALSE,30, INDUSTRY; TRANSPORTATION; EXPLORATION/SETTLEMENT; COMMUNICATIONS,DISTRICT,CALIFORNIA,Sacramento,Sacramento,"Jcts. of U.S. 40, 50, 99, and CA 16 and 24",https://catalog.archives.gov/id/123858000,10/15/1966,01/12/1965, See Also:Pony Express Terminal,,66000219
66000231,,Old U.S. Mint,Listed,Single,FALSE,1, ECONOMICS; ARCHITECTURE,BUILDING,CALIFORNIA,San Francisco,San Francisco,5th and Mission Sts.,https://catalog.archives.gov/id/123858066,10/15/1966,07/04/1961,,,66000231
100000836,NL,Our Lady of Guadalupe Mission Chapel (1953-1960),Listed,NHL,FALSE,0.9,,,CALIFORNIA,San Jose,Santa Clara,2020 East San Antonio St.,,,12/23/2016,,,100000836
73000395,,Paramount Theatre,Listed,Single,FALSE,0.9, ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,CALIFORNIA,Oakland,Alameda,2025 Broadway,https://catalog.archives.gov/id/123858314,08/14/1973,05/05/1977,,,73000395
79000283,,Parsons Memorial Lodge,Listed,Single,FALSE,0.1, CONSERVATION; ARCHITECTURE,BUILDING,CALIFORNIA,Yosemite National Park,Tuolumne,Tuolumne Meadows,https://catalog.archives.gov/id/123862288,04/30/1979,05/28/1987,,Yosemite,79000283
70000151,,Petaluma Adobe,Listed,Single,FALSE,5, AGRICULTURE; EXPLORATION/SETTLEMENT; ARCHITECTURE,BUILDING,CALIFORNIA,Petaluma,Sonoma,4 mi. E of Petaluma on Casa Grande Rd.,https://catalog.archives.gov/id/123858121,04/15/1970,04/15/1970, Rancho Petaluma Adobe;Rancho Petaluma,,70000151
85002813,,Pioneer Deep Space Station,Listed,Single,FALSE,0.9, OTHER; ENGINEERING; COMMUNICATIONS,STRUCTURE,CALIFORNIA,Fort Irwin,San Bernardino,Goldstone Deep Space Communications Complex,https://catalog.archives.gov/id/123858014,10/03/1985,10/03/1985,,,85002813
85002756,,"Point Reyes Lifeboat Rescue Station, 1927",Listed,Single,FALSE,13, COMMERCE; TRANSPORTATION; MARITIME HISTORY; SOCIAL HISTORY,DISTRICT,CALIFORNIA,Inverness,Marin,"Drake's Bay, Point Reyes National Seashore",https://catalog.archives.gov/id/123857956,11/07/1985,12/20/1989, Point Reyes Lifeboat Station,Point Reyes,85002756
100009799,NL,Pond Farm Pottery,Listed,NHL,FALSE,34.35, ART; EDUCATION; SOCIAL HISTORY,district,CALIFORNIA,Guerneville,Sonoma,"Armstrong Woods Road, Austin Creek State Recreation Area",,,12/11/2023,,,14000307
66000220,,Pony Express Terminal,Listed,Single,FALSE,0.9, COMMUNICATIONS,BUILDING,CALIFORNIA,Sacramento,Sacramento,1006 2nd St.,https://catalog.archives.gov/id/123858002,10/15/1966,07/04/1961, B.F. Hastings Building,,66000220
66000232,,Presidio,Listed,Single,FALSE,1460, MILITARY; EXPLORATION/SETTLEMENT; HISPANIC; HISTORIC - NON-ABORIGINAL,BUILDING,CALIFORNIA,San Francisco,San Francisco,Northern tip of San Francisco Peninsula on U.S. 101 and I-480,https://catalog.archives.gov/id/123858070,10/15/1966,06/13/1962, Presidio of San Francisco;Presidio Military Reservation,Golden Gate,66000232
89001430,,RALPH J. SCOTT,Listed,Single,FALSE,0.1, POLITICS/GOVERNMENT; ARCHITECTURE,STRUCTURE,CALIFORNIA,San Pedro,Los Angeles,Berth 85,https://catalog.archives.gov/id/123857938,06/30/1989,06/30/1989, Fireboat RALPH J. SCOTT;ex-L.A. CITY NO. 2,,89001430
66000234,,"Ralston, William C., House",Listed,Single,FALSE,4, COMMERCE; ECONOMICS; SOCIAL HISTORY,BUILDING,CALIFORNIA,Belmont,San Mateo,College of Notre Dame campus,https://catalog.archives.gov/id/123858082,11/15/1966,11/15/1966,,,66000234
96001137,,Rancho Camulos,Listed,Single,FALSE,40, EXPLORATION/SETTLEMENT; SOCIAL HISTORY; AGRICULTURE; ARCHITECTURE,DISTRICT,CALIFORNIA,Piru,Ventura,5164 E. Telegraph Rd.,https://catalog.archives.gov/id/123858129,11/01/1996,02/16/2000, Camulos Ranch;Del Valle Ranch;Camulos,,96001137
70000145,,Rancho Guajome Adobe,Listed,Single,FALSE,158, ARCHITECTURE,BUILDING,CALIFORNIA,Vista,San Diego,2.5 mi. NE of Vista,,04/15/1970,04/15/1970, Guajome Ranch House,,70000145
87001414,,Rangers' Club,Listed,Single,FALSE,4.5, CONSERVATION; ARCHITECTURE,BUILDING,CALIFORNIA,Yosemite National Park,Mariposa,Yosemite Valley,https://catalog.archives.gov/id/123857964,05/28/1987,05/28/1987, See Also: Yosemite Village Historic District,Yosemite,87001414
94001647,,Rock Magnetics Laboratory,Removed,Single,FALSE,0.9, SCIENCE,BUILDING,CALIFORNIA,Menlo Park,San Mateo,"U.S Geological Survey, 345 Middlefield Rd.",,,01/01/1999, Paleomagnetics Laboratory;Bldg. 9B,,94001647
85002816,,Rogers Dry Lake,Listed,Single,FALSE,41000, OTHER; MILITARY,SITE,CALIFORNIA,Mojave Desert,Kern,Edwards Air Force Base,https://catalog.archives.gov/id/123857909,10/03/1985,10/03/1985, Muroc Dry Lake,,85002816
66000203,,"Room 307, Gilman Hall, University of California",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,CALIFORNIA,Berkeley,Alameda,University of California at Berkeley campus,https://catalog.archives.gov/id/123857891,10/15/1966,12/21/1965,,,66000203
87000755,,"Rose Bowl, The",Listed,Single,FALSE,10, ENTERTAINMENT/RECREATION,STRUCTURE,CALIFORNIA,Pasadena,Los Angeles,"991 Rosemont Ave., Brookside Park",https://catalog.archives.gov/id/123857940,02/27/1987,02/27/1987,,,87000755
66000216,,Royal Presidio Chapel,Listed,Single,FALSE,0.5, EXPLORATION/SETTLEMENT; ARCHITECTURE,BUILDING,CALIFORNIA,Monterey,Monterey,550 Church St.,https://catalog.archives.gov/id/123857980,10/15/1966,10/09/1960,,,66000216
90002218,,Saddle Rock Ranch Pictograph Site,DETERMINED ELIGIBLE/OWNER OBJECTION,Single,TRUE,9, PREHISTORIC; HISTORIC - NON-ABORIGINAL; ART; EXPLORATION/SETTLEMENT; RELIGION; SOCIAL HISTORY,SITE,CALIFORNIA,Malibu,Los Angeles,Address Restricted,,,01/01/1999, CA-LAN-717;Cave of the Four Horsemen;See Also:82004617,,90002218
70000144,,San Diego Mission Church,Listed,Single,FALSE,4.5, EXPLORATION/SETTLEMENT,BUILDING,CALIFORNIA,San Diego,San Diego,5 mi. E of Old Town San Diego on Friars Rd.,https://catalog.archives.gov/id/123858036,04/15/1970,04/15/1970, Mission San Diego de Alcala,,70000144
66000226,,San Diego Presidio,Listed,Single,FALSE,18, EXPLORATION/SETTLEMENT,SITE,CALIFORNIA,San Diego,San Diego,Presidio Park,https://catalog.archives.gov/id/123858038,10/15/1966,10/09/1960,,,66000226
68000022,,San Francisco Bay Discovery Site,Listed,Single,FALSE,18.2, EXPLORATION/SETTLEMENT,SITE,CALIFORNIA,San Bruno,San Mateo,4 mi. W of San Bruno via Skyline Dr. and Sneath Lane,https://catalog.archives.gov/id/123858084,05/23/1968,05/23/1968,,,68000022
66000233,,San Francisco Cable Cars,Listed,Single,FALSE,5.5, TRANSPORTATION,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,1390 Washington St.,https://catalog.archives.gov/id/123858072,10/15/1966,01/29/1964,,,66000233
78000757,,San Francisco Civic Center Historic District,Listed,Single,FALSE,45.6, COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; ART; ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Roughly bounded by Golden Gate Ave., 7th, Franklin, Hayes, and Market Sts.",https://catalog.archives.gov/id/123861280,10/10/1978,02/27/1987, San Francisco Civic Center National Historic Landmark,,78000757
85002433,,"San Francisco Port of Embarkation, US Army",Listed,Single,FALSE,21, MILITARY,DISTRICT,CALIFORNIA,San Francisco,San Francisco,Ft. Mason,https://catalog.archives.gov/id/123858076,02/04/1985,02/04/1985, See Also:Fort Mason,Golden Gate,85002433
69000038,,San Juan Bautista Plaza Historic District,Listed,Single,FALSE,0, COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,DISTRICT,CALIFORNIA,San Juan Bautista,San Benito,"Buildings surrounding plaza at Washington, Mariposa, and 2nd Sts.",https://catalog.archives.gov/id/123858012,12/08/1969,04/15/1970," See Also:Castro, Jose, House",,69000038
70000142,,San Luis Rey Mission Church,Listed,Single,FALSE,35, ARCHITECTURE,BUILDING,CALIFORNIA,Oceanside,San Diego,4 mi. E of Oceanside on CA 76,https://catalog.archives.gov/id/123858040,04/15/1970,04/15/1970, San Luis Rey Mission,,70000142
81000177,,Santa Barbara County Courthouse,Listed,Single,FALSE,4.8, LANDSCAPE ARCHITECTURE; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,CALIFORNIA,Santa Barbara,Santa Barbara,1100 Anacapa St.,https://catalog.archives.gov/id/123861614,01/23/1981,04/05/2005,,,81000177
66000237,,Santa Barbara Mission,Listed,Single,FALSE,20, EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION,BUILDING,CALIFORNIA,Santa Barbara,Santa Barbara,2201 Laguna St.,https://catalog.archives.gov/id/123858093,10/15/1966,10/09/1960, Mission Santa Barbara Virgen y Martir,,66000237
87000766,,Santa Monica Looff Hippodrome,Listed,Single,FALSE,0.9, ENTERTAINMENT/RECREATION,BUILDING,CALIFORNIA,Santa Monica,Los Angeles,276 Santa Monica Pier,https://catalog.archives.gov/id/123857942,02/27/1987,02/27/1987, Santa Monica Amusement Pier Carousel Building;Looff's Amusem,,87000766
77000330,,"Scripps, George H., Memorial Marine Biological Laboratory",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,CALIFORNIA,La Jolla,San Diego,8602 La Jolla Shores Dr.,https://catalog.archives.gov/id/123860986,11/10/1977,05/20/1982, Old Scripps Building,,77000330
71000153,,"Sinclair, Upton, House",Listed,Single,FALSE,0.8, LITERATURE,BUILDING,CALIFORNIA,Monrovia,Los Angeles,464 N. Myrtle Ave.,https://catalog.archives.gov/id/123857944,11/11/1971,11/11/1971,,,71000153
75000489,,Sonoma Plaza,Listed,Single,FALSE,8, MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,CALIFORNIA,Sonoma,Sonoma,Center of Sonoma,https://catalog.archives.gov/id/123862130,04/03/1975,12/19/1960, Ol Sonoma;Sonoma Pueblo;See Also:Vallejo Estate;Sonoma Plaza,,75000489
85002814,,Space Flight Operations Facility,Listed,Single,FALSE,0.9, COMMUNITY PLANNING AND DEVELOPMENT; OTHER; ENGINEERING,BUILDING,CALIFORNIA,Pasadena,Los Angeles,Jet Propulsion Laboratory,https://catalog.archives.gov/id/123857946,10/03/1985,10/03/1985,,,85002814
86003511,,Space Launch Complex 10,Listed,Single,FALSE,138, ENGINEERING; TRANSPORTATION; EXPLORATION/SETTLEMENT,STRUCTURE,CALIFORNIA,Lompoc,Santa Barbara,Vandenberg Air Force Base,https://catalog.archives.gov/id/123858095,06/23/1986,06/23/1986, Missile Launch Complex 10,,86003511
78003405,,SS JEREMIAH O'BRIEN,Listed,Single,FALSE,0.9, MILITARY,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,"Pier 3, Fort Mason Center",https://catalog.archives.gov/id/123861315,06/07/1978,01/14/1986, See Also:SS JEREMIAH O'BRIEN,,78003405
71000178,,Stanford-Lathrop House,Listed,Single,FALSE,0.6, TRANSPORTATION; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,CALIFORNIA,Sacramento,Sacramento,800 N St.,https://catalog.archives.gov/id/123860674,12/09/1971,05/28/1987, Leland Stanford House,,71000178
66000223,,STAR OF INDIA,Listed,Single,FALSE,0.2, COMMERCE,STRUCTURE,CALIFORNIA,San Diego,San Diego,San Diego Embarcadero,https://catalog.archives.gov/id/123858042,11/13/1966,11/13/1966,,,66000223
87000002,,Steedman Estate,Listed,Single,FALSE,10.9, LANDSCAPE ARCHITECTURE; ARCHITECTURE,BUILDING,CALIFORNIA,Montecito,Santa Barbara,1387 E. Valley Rd.,https://catalog.archives.gov/id/123858097,01/29/1987,01/16/2009, Casa del Herrero;House of the Blacksmith,,87000002
66000083,ADNL,Strentzel-Muir Ranch,Done,NHL Updated Documentation,FALSE,8.7, AGRICULTURE; CONSERVATION; LITERATURE; SCIENCE; ARCHITECTURE; SOCIAL HISTORY,building,CALIFORNIA,Martinez,Contra Costa,4202 Alhambra Ave.,,,12/29/1962,,,66000083
100011384,NL,Summit Camp,Listed,NHL,FALSE,26.55,,,CALIFORNIA,Norden,Nevada,Donner Pass Road,,,12/13/2024,,,100011384
100011385,SG,Summit Camp,Listed,Single,FALSE,26.55,,,CALIFORNIA,Norden,Nevada,Donner Pass Road,,,12/13/2024,,,100011384
66000221,,Sutter's Fort,Listed,Single,FALSE,8, COMMERCE; CONSERVATION; EXPLORATION/SETTLEMENT,SITE,CALIFORNIA,Sacramento,Sacramento,2701 L St.,https://catalog.archives.gov/id/123858006,10/15/1966,01/20/1961, Sutter's Fort State Historic Monument,,66000221
04001154,,Swedenborgian Church,Listed,Single,FALSE,0.9, ARCHITECTURE; ART,BUILDING,CALIFORNIA,San Francisco,San Francisco,3200 Washington St.,https://catalog.archives.gov/id/123858078,08/18/2004,08/18/2004, Church of the New Jerusalem; Lyon Street Church,,04001154
71000137,,Tao House,Listed,Single,FALSE,158.6, LITERATURE,BUILDING,CALIFORNIA,Danville,Contra Costa,1.5 mi. W of Danville,https://catalog.archives.gov/id/123858577,05/06/1971,07/17/1971, Eugene O'Neill House,Eugene O'Neill,71000137
08001090,,The Forty Acres,Listed,Single,FALSE,40, ECONOMICS; SOCIAL HISTORY; HISPANIC; PACIFIC-ISLANDER,DISTRICT,CALIFORNIA,Delano,Kern,30168 Garces Highway,https://catalog.archives.gov/id/123857907,10/06/2008,10/06/2008, Delano Field Office; United Farm Workers,,08001090
100011386,NL,Tor House (Robinson Jeffers Home,Listed,NHL,FALSE,0.64, ART; LITERATURE; ARCHITECTURE,building,CALIFORNIA,Carmel,Monterey,26304 Ocean View Ave.,,,12/13/2024,,,75000444
06000210,,Tule Lake Segregation Center,Listed,Single,FALSE,42, ARCHITECTURE; ASIAN; POLITICS/GOVERNMENT; LAW; SOCIAL HISTORY,DISTRICT,CALIFORNIA,Newell,Modoc,NE side CA 139,https://catalog.archives.gov/id/123857968,02/17/2006,02/17/2006, Tule Lake Relocation Center; Newell Townsite,,06000210
85002812,,Twenty-Five Foot Space Simulator,Listed,Single,FALSE,0.9, OTHER; ENGINEERING,STRUCTURE,CALIFORNIA,Pasadena,Los Angeles,Jet Propulsion Laboratory,https://catalog.archives.gov/id/123857948,10/03/1985,10/03/1985,,,85002812
66000217,,U.S. Customhouse,Listed,Single,FALSE,2, ARCHITECTURE,BUILDING,CALIFORNIA,Monterey,Monterey,Calle Principal at Decatur St.,https://catalog.archives.gov/id/123857978,10/15/1966,12/19/1960, Old Customhouse,,66000217
71000188,,U.S. Post Office and Courthouse,Listed,Single,FALSE,2.6, ARCHITECTURE,BUILDING,CALIFORNIA,San Francisco,San Francisco,NE corner of 7th and Mission Sts.,https://catalog.archives.gov/id/123861341,10/14/1971,10/16/2012, Main Post Office,,71000188
85002799,,Unitary Plan Wind Tunnel,Listed,Single,FALSE,0.9, OTHER; MILITARY; ENGINEERING; SCIENCE,STRUCTURE,CALIFORNIA,Moffett Field,Santa Clara,Ames Research Center,https://catalog.archives.gov/id/123858105,10/03/1985,10/03/1985, Unitary Plan Facility,,85002799
06000001,,US Court House and Post Office,Listed,Single,FALSE,2.4, ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; POLITICS/GOVERNMENT,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,312 N. Spring St.,https://catalog.archives.gov/id/123859586,02/09/2006,10/16/2012, U.S. Courthouse; United States Post Office and Courthouse,,06000001
86000089,,USS PAMPANITO (submarine),Listed,Single,FALSE,0.9, MILITARY,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,Fisherman's Wharf-Pier 45,https://catalog.archives.gov/id/123858068,01/14/1986,01/14/1986, SS 383,,86000089
87000068,,USS POTOMAC (yacht),Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,STRUCTURE,CALIFORNIA,Oakland,Alameda,1660 Embarcadero,https://catalog.archives.gov/id/123857889,02/20/1987,12/14/1990, FDR's Presidential Yacht;The Floating Whitehouse;ELECTRA,,87000068
66000210,,Walker Pass,Listed,Single,FALSE,111.4, EXPLORATION/SETTLEMENT,STRUCTURE,CALIFORNIA,Bakersfield,Kern,60 mi. NE of Bakersfield on CA 178,https://catalog.archives.gov/id/123857911,10/15/1966,07/04/1961,,,66000210
73000228,,WAPAMA,Removed,Single,FALSE,0.9, INDUSTRY; COMMERCE; TRANSPORTATION; ARCHITECTURE,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,"Historic Ships Unit, National Maritime Museum, Golden Gate National Recreation Area",https://catalog.archives.gov/id/123861351,,04/20/1984, Steam Schooner WAPAMA;TONGASS,Golden Gate,73000228
66000228,,Warner's Ranch,Listed,Single,FALSE,221, EXPLORATION/SETTLEMENT,BUILDING,CALIFORNIA,Warner Springs,San Diego,4 mi. S of Warner Springs,https://catalog.archives.gov/id/123858044,10/15/1966,01/20/1961,,,66000228
77000297,,Watts Towers of Simon Rodia,Listed,Single,FALSE,0.9, ARCHITECTURE; EUROPEAN; ART,SITE,CALIFORNIA,Los Angeles,Los Angeles,1765 E. 107th St.,https://catalog.archives.gov/id/123859611,04/13/1977,12/14/1990, Towers of Simon Rodia,,77000297
75000223,,Wawona Hotel and Pavilion,Listed,Single,FALSE,16.5, COMMERCE; ART; CONSERVATION; TRANSPORTATION; EXPLORATION/SETTLEMENT,DISTRICT,CALIFORNIA,Wawona,Mariposa,On CA 41 in Yosemite National Park,https://catalog.archives.gov/id/123859776,10/01/1975,05/28/1987, Kawona Hotel;Thomas Hill studio;Buildings 4417;4414;4420;442,Yosemite,75000223
100009801,NL,Wayfarers Chapel,Listed,NHL,FALSE,3.5, ARCHITECTURE; LANDSCAPE ARCHITECTURE,building,CALIFORNIA,Rancho Palos Verdes,Los Angeles,5755 Palos Verdes Dr. S,,,12/11/2023,,,05000210
66000212,,"Well No. 4, Pico Canyon Oil Field",Listed,Single,FALSE,850, INDUSTRY; COMMERCE,DISTRICT,CALIFORNIA,San Fernando,Los Angeles,"9.5 mi. N of San Fernando, W of U.S. 99",https://catalog.archives.gov/id/123857952,11/13/1966,11/13/1966," ""Pico"" #4;Pico Canyon,Well No. ""CSO"" 4",,66000212
66000254,,Bent's Old Fort National Historic Site,Listed,Single,FALSE,178, COMMERCE; MILITARY; EXPLORATION/SETTLEMENT; SOCIAL HISTORY,DISTRICT,COLORADO,La Junta,Otero,CO 194,https://catalog.archives.gov/id/84132150,10/15/1966,12/19/1960, Bent's Old Fort;Fort William,Bent's Old Fort,66000254
100011355,NL,Boulder County Courthouse,Listed,NHL,FALSE,2, SOCIAL HISTORY,building,COLORADO,Boulder,Boulder,1300/1325 Pearl Street,,,12/13/2024,,,100011355
100011356,SG,Boulder County Courthouse,Listed,Single,FALSE,2, SOCIAL HISTORY,building,COLORADO,Boulder,Boulder,1300/1325 Pearl Street,,,12/13/2024,,,100011355
66000246,,Central City-Black Hawk Historic District,Listed,Single,FALSE,2320, COMMERCE; INDUSTRY,DISTRICT,COLORADO,Central City,Gilpin,On SR 119,https://catalog.archives.gov/id/84127911,10/15/1966,07/04/1961,,,66000246
78000830,,Colorado Chautauqua,Listed,Single,FALSE,40, EDUCATION; COMMUNICATIONS; SOCIAL HISTORY,DISTRICT,COLORADO,Boulder,Boulder,"900 Baseline Rd., Chautauqua Park",https://catalog.archives.gov/id/84128506,03/21/1978,02/21/2006, Chautauqua Park;See Also:Chautauqua Auditorium,,78000830
100006242,NL,Colorado Fuel and Iron Company Administrative Complex,Listed,NHL,FALSE,5.5, INDUSTRY; ARCHITECTURE,building,COLORADO,Pueblo,Pueblo,215 and 225 Canal St.,,,01/13/2021,,,02000628
66000939,,Cripple Creek Historic District,Listed,Single,FALSE,2300, INDUSTRY; EXPLORATION/SETTLEMENT,DISTRICT,COLORADO,Cripple Creek,Teller,Rt. 67,https://catalog.archives.gov/id/84127939,10/15/1966,07/04/1961,,,66000939
73000462,,Denver & Rio Grande Railroad San Juan Extension,Listed,Multiple,FALSE,1430, COMMERCE; ENGINEERING; TRANSPORTATION,DISTRICT,COLORADO,Antonito,Archuleta,"Between Antonito and Chama, NM via Cumbres Pass",https://catalog.archives.gov/id/84125584,02/16/1973,10/16/2012, Cumbres and Toltec Scenic Rairoad,,73000462
12001017,,Denver Civic Center,Listed,Single,FALSE,,,BUILDING,COLORADO,Denver,Denver,Roughly Grant to Cherokee Streets and 14th to Colfax Avenues,,10/16/2012,10/16/2012,,,12001017
66000247,,Durango-Silverton Narrow-Gauge Railroad,Listed,Single,FALSE,0, COMMERCE; ENGINEERING; TRANSPORTATION,DISTRICT,COLORADO,Durango,La Plata,Right-of-way between Durango and Silverton,https://catalog.archives.gov/id/84127915,10/15/1966,07/04/1961,,,66000247
78000861,,Elitch Gardens Carousel,Listed,Single,FALSE,0.5, ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,OBJECT,COLORADO,Burlington,Kit Carson,Kit Carson County Fairgrounds,https://catalog.archives.gov/id/84131115,12/19/1978,02/27/1987, Kit Carson County Carousel;Carousel No.6;Philadelphia Tobogg,,78000861
66000243,,Georgetown-Silver Plume Historic District,Listed,Single,FALSE,3288, EXPLORATION/SETTLEMENT,DISTRICT,COLORADO,Georgetown-Silver Plume,Clear Creek,I-70,https://catalog.archives.gov/id/84127890,11/13/1966,11/13/1966,,,66000243
94000425,,Granada Relocation Center,Listed,Single,FALSE,593, LAW; MILITARY; ASIAN; POLITICS/GOVERNMENT,SITE,COLORADO,Granada,Prowers,"23900 Co. Rd. FF, Approx. 1 mi. SW of Granada",https://catalog.archives.gov/id/84127931,05/18/1994,02/10/2006, Camp Amache;5PW48,,94000425
66000248,,Leadville Historic District,Listed,Single,FALSE,100, INDUSTRY; EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,COLORADO,Leadville,Lake,Town of Leadville,https://catalog.archives.gov/id/84127918,10/15/1966,07/04/1961,,,66000248
66000249,,Lindenmeier Site,Listed,Single,TRUE,180, PREHISTORIC,SITE,COLORADO,Fort Collins,Larimer,Address Restricted,,10/15/1966,01/02/1961,,,66000249
66000253,,Lowry Ruin,Listed,Single,FALSE,3, PREHISTORIC,STRUCTURE,COLORADO,Pleasant View,Montezuma,30 mi. NW of Cortez via U.S. 160,https://catalog.archives.gov/id/84127925,10/15/1966,07/19/1964,,,66000253
85001328,,Ludlow Tent Colony Site,Listed,Single,FALSE,40, INDUSTRY,SITE,COLORADO,Ludlow,Las Animas,Del Aqua Canyon Rd.,https://catalog.archives.gov/id/84127923,06/19/1985,01/16/2009, Ludlow Monument,,85001328
87001410,,Mesa Verde Administrative District,Listed,Single,FALSE,3.2, ARCHITECTURE,DISTRICT,COLORADO,Mesa Verde National Park,Montezuma,Area at head of Spruce Canyon off park service road,https://catalog.archives.gov/id/84127927,05/28/1987,05/28/1987," Mesa Verde National Park Headquarters,Museum,Post Office,Ran",Mesa Verde,87001410
66000245,,Pikes Peak,Listed,Single,FALSE,38, EXPLORATION/SETTLEMENT,SITE,COLORADO,Colorado Springs,El Paso,15 mi. W of Colorado Springs in Pike National Forest,https://catalog.archives.gov/id/84127898,10/15/1966,07/04/1961,,,66000245
66000244,,Pike's Stockade,Listed,Single,FALSE,4, EXPLORATION/SETTLEMENT,SITE,COLORADO,Sanford,Conejos,4 mi. E of Sanford on CO 136,https://catalog.archives.gov/id/84127894,10/15/1966,07/04/1961,,,66000244
15000620,,Red Rocks Park and Mount Morrison Civilian Conservation Corps Camp,Listed,Single,FALSE,,,,COLORADO,Morrison,Jefferson,16351 County Rd. 93,,07/21/2015,07/21/2015,,,15000620
01000069,,Rocky Mountain National Park Administration Building,Listed,Multiple,FALSE,,,BUILDING,COLORADO,Estes Park,Larimer,CO HWY 36,https://catalog.archives.gov/id/84127921,01/03/2001,01/03/2001,,,01000069
00000262,,Shenandoah-Dives Mill,Listed,Single,FALSE,5, INDUSTRY; ENGINEERING,BUILDING,COLORADO,Silverton,San Juan,"CO 110, 2 mi. NE of Silverton",https://catalog.archives.gov/id/84127933,02/16/2000,02/16/2000, Mayflower Mill,,00000262
66000255,,Silverton Historic District,Listed,Single,FALSE,530, INDUSTRY; EXPLORATION/SETTLEMENT,DISTRICT,COLORADO,Silverton,San Juan,US 550,https://catalog.archives.gov/id/84127935,10/15/1966,07/04/1961,,,66000255
66000256,,Telluride Historic District,Listed,Single,FALSE,87, INDUSTRY; EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,COLORADO,Telluride,San Miguel,Rt. 145,https://catalog.archives.gov/id/84127937,10/15/1966,07/04/1961,,,66000256
100009802,NL,Temple Aaron,Listed,NHL,FALSE,0.9, ARCHITECTURE; ETHNIC HERITAGE,,COLORADO,Trinidad,Las Animas,407 South Maple Street,,,12/11/2023,,,100009802
100009803,SG,Temple Aaron,Listed,Single,FALSE,0.9, ARCHITECTURE; ETHNIC HERITAGE,,COLORADO,Trinidad,Las Animas,407 South Maple Street,,,12/11/2023,,,100009802
12000139,,Trujillo Homesteads,Listed,Single,TRUE,,,DISTRICT,COLORADO,Hooper,Alamosa,Address Restricted,,02/01/2012,02/01/2012,,,12000139
04000484,,"United States Air Force Academy, Cadet Area",Listed,Single,FALSE,25, ARCHITECTURE; MILITARY; EDUCATION,DISTRICT,COLORADO,U.S. Air Force Academy,El Paso,Roughly between Cadet Drive and Faculty Drive,https://catalog.archives.gov/id/84127896,04/01/2004,04/01/2004,,,04000484
100009805,NL,Wink's Panorama,Listed,NHL,FALSE,0.9, COMMERCE; BLACK; SOCIAL HISTORY,building,COLORADO,Pinecliffe,Gilpin,213 Winks Way and 192 Winks Way,,,12/11/2023,,,80000901
70000686,,"Alsop, Richard IV, House",Listed,Single,FALSE,3, ARCHITECTURE; ART; SOCIAL HISTORY,BUILDING,CONNECTICUT,Middletown,Middlesex,301 High St.,https://catalog.archives.gov/id/132355011,10/06/1970,01/16/2009, Davison Art Center,,70000686
66000802,,Armsmear,Listed,Single,FALSE,2.9, INDUSTRY; INVENTION,BUILDING,CONNECTICUT,Hartford,Hartford,80 Wethersfield Ave.,,11/13/1966,11/13/1966, Samuel Colt House,,66000802
94001189,,"Austin, A. Everett, House",Listed,Single,FALSE,2, ARCHITECTURE; SOCIAL HISTORY,BUILDING,CONNECTICUT,Hartford,Hartford,130 Scarborough St.,https://catalog.archives.gov/id/132353612,04/19/1994,04/19/1994, Austin House,,94001189
